,Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Rating,Continent_company,Sub-region_company,Continent_origin,Sub-region_origin,Manufacturer,Company,isBlend,nutty,fruit,floral,spicy,cocoa,earthy,sweet,sour,roasty,dairy,grass,pungent,dirty,musty,smokey,rubbery,hammy,bland,off,bitter,astringent,C,L,S*,Sa,V
265,Spain,2009.0,Blend,Organic Dark,72.0,2.75,Europe,Southern Europe,Blend,Blend,Blanxart,Blanxart,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0
266,Spain,2013.0,Congo,"Congo, Grand Cru",82.0,3.5,Europe,Southern Europe,Africa,Sub-Saharan Africa,Blanxart,Blanxart,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0
267,U.S.A.,2012.0,Madagascar,Madagascar,70.0,3.75,Americas,Northern America,Africa,Sub-Saharan Africa,Blue Bandana,Blue Bandana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
268,U.S.A.,2012.0,Guatemala,Guatemala,70.0,3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Blue Bandana,Blue Bandana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
269,U.S.A.,2016.0,Madagascar,"Akesson's E., Sambirano V.",82.0,3.5,Americas,Northern America,Africa,Sub-Saharan Africa,Blue Bandana,Blue Bandana,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
270,U.S.A.,2016.0,Tanzania,Kokoa Kamili,75.0,3.5,Americas,Northern America,Africa,Sub-Saharan Africa,Blue Bandana,Blue Bandana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
271,U.S.A.,2016.0,Dominican Republic,Zorzal Reserva,75.0,3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Blue Bandana,Blue Bandana,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0
272,U.S.A.,2016.0,Guatemala,Lachua,75.0,2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Blue Bandana,Blue Bandana,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
273,U.S.A.,2017.0,Belize,Maya Mtn,70.0,2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Boho,Boho,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0
274,Malaysia,2019.0,Malaysia,"Tawau, Borneo Island",74.0,3.25,Asia,South-eastern Asia,Asia,South-eastern Asia,Bonaterra,Bonaterra,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
275,Malaysia,2019.0,Malaysia,"Kota Marudu, Borneo Island",72.0,2.75,Asia,South-eastern Asia,Asia,South-eastern Asia,Bonaterra,Bonaterra,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
276,Malaysia,2019.0,Malaysia,"Keningau, Borneo Island",68.0,2.5,Asia,South-eastern Asia,Asia,South-eastern Asia,Bonaterra,Bonaterra,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
277,France,2006.0,Venezuela,"Maracaibo, El Rosario",75.0,4.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Bonnat,Bonnat,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
278,France,2006.0,Venezuela,Chuao,75.0,4.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Bonnat,Bonnat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
279,France,2006.0,Blend,"Carribean, Trinite",75.0,3.75,Europe,Western Europe,Blend,Blend,Bonnat,Bonnat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
280,France,2006.0,Venezuela,"Ocumare, Puerto Cabello",75.0,3.75,Europe,Western Europe,Americas,Latin America and the Caribbean,Bonnat,Bonnat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
281,France,2006.0,Madagascar,Madagascar,75.0,3.75,Europe,Western Europe,Africa,Sub-Saharan Africa,Bonnat,Bonnat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0
282,France,2006.0,Sri Lanka,Ceylan,75.0,3.0,Europe,Western Europe,Asia,Southern Asia,Bonnat,Bonnat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
283,France,2006.0,Blend,One Hundred,100.0,1.5,Europe,Western Europe,Blend,Blend,Bonnat,Bonnat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6901978417266187,0.2153776978417266,0.0341726618705036,0.016636690647482015,0.1564748201438849
284,France,2007.0,Ecuador,Equateur,75.0,2.5,Europe,Western Europe,Americas,Latin America and the Caribbean,Bonnat,Bonnat,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0
285,France,2008.0,Venezuela,"Porcelana, Venezuela",75.0,4.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Bonnat,Bonnat,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
286,France,2009.0,Ivory Coast,Ivory Coast,75.0,3.0,Europe,Western Europe,Africa,Sub-Saharan Africa,Bonnat,Bonnat,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
287,France,2009.0,Mexico,"Porcelana, Tabasco,  Marfil de Blanco",75.0,3.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Bonnat,Bonnat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0
288,France,2009.0,Mexico,"Xoconusco, cacao Real",75.0,3.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Bonnat,Bonnat,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
289,France,2009.0,Peru,"Porcelana, Apotequil",75.0,2.75,Europe,Western Europe,Americas,Latin America and the Caribbean,Bonnat,Bonnat,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
290,France,2011.0,Haiti,Haiti,75.0,4.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Bonnat,Bonnat,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
291,France,2011.0,Madagascar,"Madagascar, 100% criollo",75.0,4.0,Europe,Western Europe,Africa,Sub-Saharan Africa,Bonnat,Bonnat,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
292,France,2011.0,Brazil,Libanio,75.0,3.75,Europe,Western Europe,Americas,Latin America and the Caribbean,Bonnat,Bonnat,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
293,France,2011.0,Cuba,Cuba,75.0,3.5,Europe,Western Europe,Americas,Latin America and the Caribbean,Bonnat,Bonnat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
294,France,2011.0,Peru,"Cusco, Cacao Cusco",75.0,3.5,Europe,Western Europe,Americas,Latin America and the Caribbean,Bonnat,Bonnat,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
295,France,2011.0,Peru,Piura Blanco,75.0,3.5,Europe,Western Europe,Americas,Latin America and the Caribbean,Bonnat,Bonnat,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
296,France,2011.0,Brazil,Juliana,75.0,3.5,Europe,Western Europe,Americas,Latin America and the Caribbean,Bonnat,Bonnat,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
297,France,2011.0,Jamaica,Jamaique,75.0,3.25,Europe,Western Europe,Americas,Latin America and the Caribbean,Bonnat,Bonnat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
298,France,2013.0,Brazil,Maragnam,75.0,3.5,Europe,Western Europe,Americas,Latin America and the Caribbean,Bonnat,Bonnat,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
299,France,2013.0,Gabon,Gabon,75.0,3.25,Europe,Western Europe,Africa,Sub-Saharan Africa,Bonnat,Bonnat,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
300,France,2014.0,Brazil,Kaori,75.0,4.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Bonnat,Bonnat,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
301,France,2014.0,Blend,"Surfin, Venez,Africa,Brasil,Peru,Mex",65.0,3.75,Europe,Western Europe,Blend,Blend,Bonnat,Bonnat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
302,France,2014.0,Dominican Republic,"Los Colorados, Santo Domingo, Equateur",75.0,3.25,Europe,Western Europe,Americas,Latin America and the Caribbean,Bonnat,Bonnat,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
303,France,2016.0,Mexico,Selva Maya,75.0,3.5,Europe,Western Europe,Americas,Latin America and the Caribbean,Bonnat,Bonnat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
304,France,2018.0,Peru,Madre de Dios,75.0,4.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Bonnat,Bonnat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0
305,France,2018.0,Blend,"El Rosario, Xoconuzco, Cusco, Sambirano",75.0,4.0,Europe,Western Europe,Blend,Blend,Bonnat,Bonnat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
306,Ecuador,2009.0,Ecuador,"El Oro, Hacienda de Oro",77.0,3.25,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Tulicorp,Bouga Cacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
307,Ecuador,2009.0,Ecuador,"El Oro, Hacienda de Oro",100.0,1.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Tulicorp,Bouga Cacao,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6901978417266187,0.2153776978417266,0.0341726618705036,0.016636690647482015,0.1564748201438849
308,U.S.A.,2014.0,Belize,Maya Mountain,70.0,2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Bowler Man,Bowler Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6901978417266187,0.2153776978417266,0.0341726618705036,0.016636690647482015,0.1564748201438849
309,U.S.A.,2014.0,Dominican Republic,Conacado,70.0,2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Bowler Man,Bowler Man,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6901978417266187,0.2153776978417266,0.0341726618705036,0.016636690647482015,0.1564748201438849
310,U.S.A.,2018.0,Dominican Republic,Zorzal,72.0,3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Box Chocolate,Box Chocolate,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
311,U.S.A.,2018.0,Peru,Ucayali,70.0,3.75,Americas,Northern America,Americas,Latin America and the Caribbean,Brasstown,Brasstown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
312,U.S.A.,2018.0,Ecuador,Esmeraldas,75.0,3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Brasstown,Brasstown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
313,U.S.A.,2013.0,Ghana,"Ghana, batch 021813",75.0,3.5,Americas,Northern America,Africa,Sub-Saharan Africa,Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0
314,U.S.A.,2013.0,Venezuela,"Chuao, Mantuano blend, batch 23613",85.0,3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0
315,U.S.A.,2013.0,Ecuador,"Camino Verde, Guayas",70.0,3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0
316,U.S.A.,2013.0,Dominican Republic,Cooproagro,72.0,3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0
317,U.S.A.,2014.0,Venezuela,Chuao,70.0,4.0,Americas,Northern America,Americas,Latin America and the Caribbean,Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
318,U.S.A.,2014.0,Belize,Maya Mountain,70.0,3.75,Americas,Northern America,Americas,Latin America and the Caribbean,Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
319,U.S.A.,2015.0,Dominican Republic,"Conacado, batch 001515",68.0,3.75,Americas,Northern America,Americas,Latin America and the Caribbean,Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
320,U.S.A.,2016.0,Nicaragua,"O'payo, Waslala",70.0,3.75,Americas,Northern America,Americas,Latin America and the Caribbean,Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
321,U.S.A.,2016.0,Venezuela,"Guasare, Zulia Prov.",70.0,3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
322,U.S.A.,2017.0,Ecuador,Manabi,75.0,3.75,Americas,Northern America,Americas,Latin America and the Caribbean,Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
323,U.S.A.,2017.0,Dominican Republic,Elvesia P.,70.0,3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
324,U.S.A.,2018.0,Bolivia,"Wild Bolivia, Sucre",70.0,4.0,Americas,Northern America,Americas,Latin America and the Caribbean,Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
325,U.S.A.,2015.0,Guatemala,"Alta Verapaz, 2014, batch 69",70.0,3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Brazen,Brazen,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
326,U.S.A.,2015.0,Dominican Republic,Elvesia P.,80.0,3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Brazen,Brazen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0
327,U.S.A.,2015.0,Belize,Maya Mountain,80.0,3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Brazen,Brazen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0
328,U.S.A.,2015.0,Madagascar,Ambolikapkly P.,60.0,3.25,Americas,Northern America,Africa,Sub-Saharan Africa,Brazen,Brazen,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
329,U.S.A.,2015.0,Dominican Republic,Elvesia P.,60.0,3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Brazen,Brazen,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
330,U.S.A.,2015.0,Madagascar,Ambolikapiky P.,80.0,2.75,Americas,Northern America,Africa,Sub-Saharan Africa,Brazen,Brazen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0
331,U.S.A.,2013.0,Jamaica,Jamaica,70.0,3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Breeze Mill,Breeze Mill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0
332,Australia,2014.0,Dominican Republic,Marabel Farms,70.0,3.5,Oceania,Australia and New Zealand,Americas,Latin America and the Caribbean,Bright,Bright,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
333,Australia,2014.0,Ecuador,"Camino Verde, Balao, Guayas",72.0,3.5,Oceania,Australia and New Zealand,Americas,Latin America and the Caribbean,Bright,Bright,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
334,Australia,2014.0,Madagascar,Somia Plantation,72.0,3.0,Oceania,Australia and New Zealand,Africa,Sub-Saharan Africa,Bright,Bright,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0
335,Australia,2014.0,Trinidad and Tobago,Gran Couva,68.0,2.75,Oceania,Australia and New Zealand,Americas,Latin America and the Caribbean,Bright,Bright,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
336,Russia,2015.0,Ecuador,Ecuador,70.0,3.25,Europe,Eastern Europe,Americas,Latin America and the Caribbean,Britarev,Britarev,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
337,U.S.A.,2013.0,Dominican Republic,Dominican Republic,68.0,2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Bronx Grrl Chocolate,Bronx Grrl Chocolate,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
338,U.K.,2018.0,Guatemala,"Lanquin, No.3, Batch 21, 2016",70.0,3.0,Europe,Northern Europe,Americas,Latin America and the Caribbean,Bullion,Bullion,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
339,U.K.,2018.0,Bolivia,"Alto Beni, No.2, Batch 17, 2016",70.0,2.5,Europe,Northern Europe,Americas,Latin America and the Caribbean,Bullion,Bullion,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
340,U.S.A.,2014.0,Ecuador,"Mindo, batch 01040914",72.0,3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Burnt Fork Bend,Burnt Fork Bend,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
341,U.S.A.,2014.0,Trinidad and Tobago,"Trinidad, batch 05050114",72.0,3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Burnt Fork Bend,Burnt Fork Bend,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0
342,U.S.A.,2014.0,Belize,Belize,72.0,3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Burnt Fork Bend,Burnt Fork Bend,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
343,U.S.A.,2014.0,Blend,Blend,72.0,3.25,Americas,Northern America,Blend,Blend,Burnt Fork Bend,Burnt Fork Bend,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0
344,U.S.A.,2014.0,Ecuador,"Ecuador, Bob Bar",60.0,2.5,Americas,Northern America,Americas,Latin America and the Caribbean,Burnt Fork Bend,Burnt Fork Bend,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
345,South Korea,2019.0,Ecuador,Ecuador,70.0,3.0,Asia,Eastern Asia,Americas,Latin America and the Caribbean,By Cacao,By Cacao,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
346,Taiwan,2019.0,Philippines,Davao,70.0,3.5,Asia,Eastern Asia,Asia,South-eastern Asia,Cacai Cacao,Cacai Cacao,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0
347,Taiwan,2019.0,Taiwan,Pingtung,70.0,3.25,Asia,Eastern Asia,Asia,Eastern Asia,Cacai Cacao,Cacai Cacao,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0
348,Canada,2019.0,Bolivia,Beniano,70.0,3.75,Americas,Northern America,Americas,Latin America and the Caribbean,Cacao 70,Cacao 70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0
349,Canada,2019.0,Guatemala,Asochivite,70.0,3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Cacao 70,Cacao 70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0
350,Canada,2019.0,Guatemala,"Monte Grande, lot 001180312",70.0,3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Cacao 70,Cacao 70,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,0.0
351,Puerto Rico,2015.0,Puerto Rico,Puerto Rico,70.0,2.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Cacao Arabuco,Cacao Arabuco,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
352,U.S.A.,2010.0,Dominican Republic,Dominican Republic w/ nibs,75.0,2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Cacao Atlanta,Cacao Atlanta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
353,U.S.A.,2010.0,Dominican Republic,"Dominican Republic, ""Love Bar""",75.0,2.5,Americas,Northern America,Americas,Latin America and the Caribbean,Cacao Atlanta,Cacao Atlanta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
354,U.S.A.,2010.0,Venezuela,Patanemo,75.0,2.25,Americas,Northern America,Americas,Latin America and the Caribbean,Cacao Atlanta,Cacao Atlanta,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
355,U.S.A.,2014.0,Peru,Tumbes,75.0,2.5,Americas,Northern America,Americas,Latin America and the Caribbean,Cacao Atlanta,Cacao Atlanta,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
356,France,2007.0,Mexico,Mexico,66.0,3.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Cacao Barry,Cacao Barry,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0
357,France,2007.0,Venezuela,Venezuela,72.0,2.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Cacao Barry,Cacao Barry,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0
358,France,2008.0,Tanzania,Tanzania,75.0,2.0,Europe,Western Europe,Africa,Sub-Saharan Africa,Cacao Barry,Cacao Barry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0
359,France,2010.0,Dominican Republic,Santo Domingo,70.0,3.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Cacao Barry,Cacao Barry,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0
360,France,2016.0,Haiti,Grand 'Anse,65.0,3.5,Europe,Western Europe,Americas,Latin America and the Caribbean,Cacao Barry,Cacao Barry,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0
361,Switzerland,2018.0,Colombia,"H. Betulia, Antioquia, B6",72.0,3.75,Europe,Western Europe,Americas,Latin America and the Caribbean,Cacao Betulia,Cacao Betulia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
